INSTRUCTOR,COURSE,TERM,ENROLLED,RESP RATE,AVG GRADE RECEIVED,AVG HOURS WORKED,STUDENT LEARNING,COURSE STRUCTURE,CLASS ENVIRONMENT
Natalia Merlano Gomez,MUS 32VM - Vocal Master Class,WI24,15,33.33,3.9,3.00,4.06,4.00,4.00
Mariana Flores Bucio,MUS 32VM - Vocal Master Class,FA23,8,37.5,4.0,5.00,4.55,4.25,4.57
