INSTRUCTOR,COURSE,TERM,ENROLLED,RESP RATE,AVG GRADE RECEIVED,AVG HOURS WORKED,STUDENT LEARNING,COURSE STRUCTURE,CLASS ENVIRONMENT
Mary Cameron Klann,HIUS 108B - History/Native Americans/US II,FA23,50,40.0,3.91,5.00,4.65,4.65,4.77
Robert Scott Edwards,HIUS 108B - History/Native Americans/US II,S123,15,80.0,4.0,6.67,4.61,4.48,4.45
