INSTRUCTOR,COURSE,TERM,ENROLLED,RESP RATE,AVG GRADE RECEIVED,AVG HOURS WORKED,STUDENT LEARNING,COURSE STRUCTURE,CLASS ENVIRONMENT
Avi Yagil,PHYS 1BL - Electricity & Magnetism Lab,WI24,28,10.71,3.17,4.00,2.33,2.11,3.11
Avi Yagil,PHYS 1BL - Electricity & Magnetism Lab,FA23,28,14.29,3.1,6.25,2.31,2.00,2.00
Shruti Singh,PHYS 1BL - Electricity & Magnetism Lab,S223,59,25.42,3.59,6.67,4.61,4.55,4.31
Shruti Singh,PHYS 1BL - Electricity & Magnetism Lab,S123,53,43.39,3.61,8.18,4.52,4.38,4.47
