INSTRUCTOR,COURSE,TERM,ENROLLED,RESP RATE,AVG GRADE RECEIVED,AVG HOURS WORKED,STUDENT LEARNING,COURSE STRUCTURE,CLASS ENVIRONMENT
Jose L. Burgos,GLBH 102 - Global Health Epidemiology,WI24,27,70.37,3.73,6.47,4.34,4.17,4.36
