INSTRUCTOR,COURSE,TERM,ENROLLED,RESP RATE,AVG GRADE RECEIVED,AVG HOURS WORKED,STUDENT LEARNING,COURSE STRUCTURE,CLASS ENVIRONMENT
Rie Maruyama,JAPN 130B - Third Year Japanese II,WI24,19,47.37,3.71,4.11,4.78,4.75,4.89
Junko Tokuda Simpson,JAPN 130B - Third Year Japanese II,WI24,13,61.54,3.43,5.57,4.84,4.69,4.84
