INSTRUCTOR,COURSE,TERM,ENROLLED,RESP RATE,AVG GRADE RECEIVED,AVG HOURS WORKED,STUDENT LEARNING,COURSE STRUCTURE,CLASS ENVIRONMENT
Juan Pablo Pardo Guerra,SOCI 121R - Economy and Society,WI24,110,29.09,3.52,4.87,4.04,3.83,4.19
Juan Pablo Pardo Guerra,SOCI 121R - Economy and Society,S223,36,8.33,3.47,8.33,4.50,4.33,4.42
