INSTRUCTOR,COURSE,TERM,ENROLLED,RESP RATE,AVG GRADE RECEIVED,AVG HOURS WORKED,STUDENT LEARNING,COURSE STRUCTURE,CLASS ENVIRONMENT
Kaspar Wuthrich,ECON 120C - Econometrics C,WI24,128,29.69,2.96,5.19,4.65,4.69,4.73
Maria Teresa Candido,ECON 120C - Econometrics C,FA23,173,15.61,2.88,6.85,4.43,4.38,4.65
Yixiao Sun,ECON 120C - Econometrics C,S223,102,12.75,2.78,8.50,4.25,4.21,4.20
