INSTRUCTOR,COURSE,TERM,"ENROLLED/
RESP RATE",AVG GRADE RECEIVED,AVG HOURS WORKED,STUDENT LEARNING,COURSE STRUCTURE,CLASS ENVIRONMENT
"Abuelhiga, Soraya Jill",COMM 110M - LLC: Comm & Community (A00),FA23,"35
(68.57%)",3.89 (A-),5.21,4.58,4.67,4.59
"Santa Rosa Siqueira Mendes, Paula",COMM 110M - LLC: Comm & Community (A00),S223,"34
(50.00%)",3.07 (B),6.47,4.22,4.40,4.51
