INSTRUCTOR,COURSE,TERM,"ENROLLED/
RESP RATE",AVG GRADE RECEIVED,AVG HOURS WORKED,STUDENT LEARNING,COURSE STRUCTURE,CLASS ENVIRONMENT
"Whitworth-Smith, Andrew C",COMM 106F - CI: The Film Industry (A00),WI24,"74
(82.43%)",3.80 (A-),4.03,4.43,4.39,4.58
