INSTRUCTOR,COURSE,TERM,"ENROLLED/
RESP RATE",AVG GRADE RECEIVED,AVG HOURS WORKED,STUDENT LEARNING,COURSE STRUCTURE,CLASS ENVIRONMENT
"Kini, Aditi Natasha",SYN 2R - Inquiring/Changing Planet (001),WI24,"17
(17.65%)",3.76 (A-),4.33,3.58,3.75,4.67
"Kini, Aditi Natasha",SYN 2R - Inquiring/Changing Planet (002),WI24,"20
(25.00%)",3.84 (A-),4.60,2.85,2.55,4.11
"Iatarola, Briana Marie",SYN 2R - Inquiring/Changing Planet (001),FA23,"20
(30.00%)",3.95 (A-),5.00,4.33,4.35,4.50
"Gladstein, Jill M",SYN 2R - Inquiring/Changing Planet (002),FA23,"16
(43.75%)",4.00 (A),7.50,2.67,2.91,3.38
"Gladstein, Jill M",SYN 2R - Inquiring/Changing Planet (003),FA23,"16
(25.00%)",3.98 (A-),8.75,4.56,4.25,4.38
