INSTRUCTOR,COURSE,TERM,ENROLLED,RESP RATE,AVG GRADE RECEIVED,AVG HOURS WORKED,STUDENT LEARNING,COURSE STRUCTURE,CLASS ENVIRONMENT
Mor Shilon,USP 165B - Adv.SpecTopics/Sustainability,WI24,11,100.0,3.91,6.27,4.39,4.49,4.59
Mor Shilon,USP 165B - Adv.SpecTopics/Sustainability,FA23,12,25.0,3.91,5.00,4.33,3.89,4.70
