INSTRUCTOR,COURSE,TERM,ENROLLED,RESP RATE,AVG GRADE RECEIVED,AVG HOURS WORKED,STUDENT LEARNING,COURSE STRUCTURE,CLASS ENVIRONMENT
Julie Dara Wartell,USP 161 - Environ Design & Crime Prevent,FA23,25,28.0,3.67,5.71,4.68,4.74,4.71
