INSTRUCTOR,COURSE,TERM,"ENROLLED/
RESP RATE",AVG GRADE RECEIVED,AVG HOURS WORKED,STUDENT LEARNING,COURSE STRUCTURE,CLASS ENVIRONMENT
"Shilon, Mor",USP 165B - Adv.SpecTopics/Sustainability (A00),WI24,"11
(100.00%)",3.91 (A-),6.27,4.39,4.49,4.59
"Shilon, Mor",USP 165B - Adv.SpecTopics/Sustainability (A00),FA23,"12
(25.00%)",3.91 (A-),5.00,4.33,3.89,4.70
