INSTRUCTOR,COURSE,TERM,"ENROLLED/
RESP RATE",AVG GRADE RECEIVED,AVG HOURS WORKED,STUDENT LEARNING,COURSE STRUCTURE,CLASS ENVIRONMENT
"Osias, David",USP 189 - Special Topics/Urban Planning (A00),WI24,"6
(100.00%)",3.30 (B+),5.00,4.88,4.63,4.96
"Arroyo, John Christopher",USP 189 - Special Topics/Urban Planning (A00),FA23,"13
(76.92%)",3.83 (A-),6.00,4.58,4.75,4.74
