INSTRUCTOR,COURSE,TERM,"ENROLLED/
RESP RATE",AVG GRADE RECEIVED,AVG HOURS WORKED,STUDENT LEARNING,COURSE STRUCTURE,CLASS ENVIRONMENT
"Jun, Grace Shin Hae",TDPF 163 - Dance Repertory (B00),WI24,"25
(20.00%)",4.00 (A),1.40,5.00,5.00,5.00
"Mack, Kara Shanai'",TDPF 163 - Dance Repertory (C00),WI24,"27
(33.33%)",4.00 (A),2.33,4.86,4.79,4.71
