INSTRUCTOR,COURSE,TERM,"ENROLLED/
RESP RATE",AVG GRADE RECEIVED,AVG HOURS WORKED,STUDENT LEARNING,COURSE STRUCTURE,CLASS ENVIRONMENT
"Meyer, Ursula",TDGE 125 - Topics in Theatre and Film (A00),WI24,"100
(24.00%)",3.55 (B+),4.83,4.28,4.21,4.52
"Meyer, Ursula",TDGE 125 - Topics in Theatre and Film (B00),S123,"35
(11.43%)",3.76 (A-),6.25,4.88,4.94,4.94
