INSTRUCTOR,COURSE,TERM,ENROLLED,RESP RATE,AVG GRADE RECEIVED,AVG HOURS WORKED,STUDENT LEARNING,COURSE STRUCTURE,CLASS ENVIRONMENT
Kaare Strom,POLI 120G - British Politics,WI24,83,15.66,3.05,4.08,3.83,3.84,4.59
David Lee Fisk,POLI 120G - British Politics,FA23,103,22.33,3.4,5.91,4.55,4.54,4.71
Graham Timmins,POLI 120G - British Politics,S223,27,18.52,3.56,7.50,4.63,4.69,4.81
