INSTRUCTOR,COURSE,TERM,ENROLLED,RESP RATE,AVG GRADE RECEIVED,AVG HOURS WORKED,STUDENT LEARNING,COURSE STRUCTURE,CLASS ENVIRONMENT
Agustina Paglayan,"POLI 100W - Politics,Policy,& Educ Inequal",FA23,103,33.01,3.0,6.91,4.38,4.16,4.59
