INSTRUCTOR,COURSE,TERM,"ENROLLED/
RESP RATE",AVG GRADE RECEIVED,AVG HOURS WORKED,STUDENT LEARNING,COURSE STRUCTURE,CLASS ENVIRONMENT
"Hwang, John T",MAE 155A - Aerospace Engineering Design I (A00),WI24,"40
(45.00%)",3.88 (A-),9.18,4.69,4.60,4.66
"Anderson, Mark Ronald",MAE 155A - Aerospace Engineering Design I (B00),WI24,"50
(24.00%)",3.78 (A-),4.50,4.31,4.44,4.42
