INSTRUCTOR,COURSE,TERM,ENROLLED,RESP RATE,AVG GRADE RECEIVED,AVG HOURS WORKED,STUDENT LEARNING,COURSE STRUCTURE,CLASS ENVIRONMENT
Alexandra L Mastromartino,LTSP 2E - Int. Span II: Bilingual Spkrs,WI24,50,74.0,3.83,3.10,4.56,4.63,4.75
Alexandra L Mastromartino,LTSP 2E - Int. Span II: Bilingual Spkrs,FA23,55,90.91,3.83,6.00,4.82,4.85,4.90
