INSTRUCTOR,COURSE,TERM,"ENROLLED/
RESP RATE",AVG GRADE RECEIVED,AVG HOURS WORKED,STUDENT LEARNING,COURSE STRUCTURE,CLASS ENVIRONMENT
"Ngo, Anh-Thu T.",ENG 100D - Sustainable Development Design (A00),WI24,"48
(58.33%)",3.68 (B+),5.96,4.28,4.30,4.26
"Ngo, Anh-Thu T.",ENG 100D - Sustainable Development Design (A00),FA23,"55
(61.82%)",3.68 (B+),6.52,4.05,4.23,4.46
