INSTRUCTOR,COURSE,TERM,"ENROLLED/
RESP RATE",AVG GRADE RECEIVED,AVG HOURS WORKED,STUDENT LEARNING,COURSE STRUCTURE,CLASS ENVIRONMENT
"Boyle, Mary E. T.",ENG 100L - Design for Development Lab (G00),WI24,"20
(25.00%)",4.00 (A),5.80,4.94,5.00,5.00
"Bratton, Maryann",ENG 100L - Design for Development Lab (G00),FA23,"8
(37.50%)",3.95 (A-),8.33,4.67,4.67,4.67
