INSTRUCTOR,COURSE,TERM,"ENROLLED/
RESP RATE",AVG GRADE RECEIVED,AVG HOURS WORKED,STUDENT LEARNING,COURSE STRUCTURE,CLASS ENVIRONMENT
"Shtienberg, Gilad",ANAR 100 - Spec Topics/Anth Archaeology (A00),WI24,"9
(66.67%)",3.87 (A-),2.00,4.52,4.46,4.25
"Fortier, Jana",ANAR 100 - Spec Topics/Anth Archaeology (A00),FA23,"14
(28.57%)",3.17 (B),5.00,4.73,4.88,4.88
