INSTRUCTOR,COURSE,TERM,"ENROLLED/
RESP RATE",AVG GRADE RECEIVED,AVG HOURS WORKED,STUDENT LEARNING,COURSE STRUCTURE,CLASS ENVIRONMENT
"Fisk, David Lee",POLI 120H - European Integration (A00),FA23,"88
(27.27%)",3.48 (B+),6.04,4.61,4.63,4.72
"Fisk, David Lee",POLI 120H - European Integration (A00),S123,"40
(7.50%)",3.48 (B+),10.00,,,
