INSTRUCTOR,COURSE,TERM,"ENROLLED/
RESP RATE",AVG GRADE RECEIVED,AVG HOURS WORKED,STUDENT LEARNING,COURSE STRUCTURE,CLASS ENVIRONMENT
"Strom, Kaare",POLI 120G - British Politics (A00),WI24,"83
(15.66%)",3.05 (B),4.08,3.83,3.84,4.59
"Fisk, David Lee",POLI 120G - British Politics (A00),FA23,"103
(22.33%)",3.40 (B+),5.91,4.55,4.54,4.71
"Timmins, Graham",POLI 120G - British Politics (A00),S223,"27
(18.52%)",3.56 (B+),7.50,4.63,4.69,4.81
