INSTRUCTOR,COURSE,TERM,ENROLLED,RESP RATE,AVG GRADE RECEIVED,AVG HOURS WORKED,STUDENT LEARNING,COURSE STRUCTURE,CLASS ENVIRONMENT
Amanda Maria Yoland Martin Sandino,"CGS 2A - Intro/CGS: Key Terms, Concepts",FA23,111,55.86,3.83,5.08,4.44,4.42,4.59
Ningning Huang,"CGS 2A - Intro/CGS: Key Terms, Concepts",S123,35,48.57,3.69,5.59,4.31,4.30,4.71
