INSTRUCTOR,COURSE,TERM,"ENROLLED/
RESP RATE",AVG GRADE RECEIVED,AVG HOURS WORKED,STUDENT LEARNING,COURSE STRUCTURE,CLASS ENVIRONMENT
"Patterson, Patrick H.","HUM 3GS - Renaissance,Reform&Early Europ (A00)",S223,"23
(82.61%)",3.88 (A-),7.63,4.59,4.67,4.78
"Herbst, Matthew","HUM 3GS - Renaissance,Reform&Early Europ (A00)",S123,"27
(59.26%)",3.93 (A-),6.25,4.83,4.69,4.78
