INSTRUCTOR,COURSE,TERM,"ENROLLED/
RESP RATE",AVG GRADE RECEIVED,AVG HOURS WORKED,STUDENT LEARNING,COURSE STRUCTURE,CLASS ENVIRONMENT
"Murray, Kourtney Kristine",LTLA 2 - Intermediate Latin I (A00),WI24,"24
(41.67%)",3.98 (A-),3.20,4.98,4.98,4.85
"Murray, Kourtney Kristine",LTLA 2 - Intermediate Latin I (B00),WI24,"24
(29.17%)",3.96 (A-),3.57,4.93,5.00,5.00
