INSTRUCTOR,COURSE,TERM,"ENROLLED/
RESP RATE",AVG GRADE RECEIVED,AVG HOURS WORKED,STUDENT LEARNING,COURSE STRUCTURE,CLASS ENVIRONMENT
"Dominguez, Noelia",LTSP 2D - Int. Span I: Bilingual Spkrs (A00),WI24,"21
(71.43%)",3.67 (B+),4.47,4.70,4.75,4.75
"Dominguez, Noelia",LTSP 2D - Int. Span I: Bilingual Spkrs (A00),FA23,"20
(45.00%)",3.67 (B+),6.11,4.56,4.61,4.81
