INSTRUCTOR,COURSE,TERM,"ENROLLED/
RESP RATE",AVG GRADE RECEIVED,AVG HOURS WORKED,STUDENT LEARNING,COURSE STRUCTURE,CLASS ENVIRONMENT
"Cowan, Benjamin A",HILA 162 - Special Topics/Latin Amer Hist (A00),FA23,"12
(41.67%)",3.79 (A-),6.00,4.80,4.50,4.63
"Murillo, Dana V.",HILA 162 - Special Topics/Latin Amer Hist (B00),FA23,"12
(33.33%)",3.36 (B+),7.50,4.80,4.60,4.69
