INSTRUCTOR,COURSE,TERM,"ENROLLED/
RESP RATE",AVG GRADE RECEIVED,AVG HOURS WORKED,STUDENT LEARNING,COURSE STRUCTURE,CLASS ENVIRONMENT
"Skrentny, John David","SOCI 120T - Spec Top/Cult,Lang&Soc Interac (A00)",WI24,"34
(38.24%)",3.29 (B),3.00,3.88,3.87,4.27
"Lewis, Kevin Michael","SOCI 120T - Spec Top/Cult,Lang&Soc Interac (B00)",FA23,"56
(64.29%)",3.88 (A-),5.28,4.81,4.70,4.81
