INSTRUCTOR,COURSE,TERM,ENROLLED,RESP RATE,AVG GRADE RECEIVED,AVG HOURS WORKED,STUDENT LEARNING,COURSE STRUCTURE,CLASS ENVIRONMENT
David A. Barner,PSYC 190R - The Science of Parenting,S223,80,13.75,3.32,5.91,4.68,4.36,4.61
