INSTRUCTOR,COURSE,TERM,ENROLLED,RESP RATE,AVG GRADE RECEIVED,AVG HOURS WORKED,STUDENT LEARNING,COURSE STRUCTURE,CLASS ENVIRONMENT
Terry A. Wilson,TDTR 10 - Introduction to Dance,WI24,34,38.24,3.8,3.00,4.69,4.60,4.75
Terry A. Wilson,TDTR 10 - Introduction to Dance,FA23,38,26.32,3.8,4.50,4.15,3.98,4.13
