INSTRUCTOR,COURSE,TERM,ENROLLED,RESP RATE,AVG GRADE RECEIVED,AVG HOURS WORKED,STUDENT LEARNING,COURSE STRUCTURE,CLASS ENVIRONMENT
Jade Yukana Power,TDHT 10 - Introduction to Play Analysis,WI24,14,28.57,3.65,3.50,4.20,3.92,4.31
Jade Yukana Power,TDHT 10 - Introduction to Play Analysis,FA23,33,57.58,3.6,5.56,4.81,4.72,4.63
