INSTRUCTOR,COURSE,TERM,ENROLLED,RESP RATE,AVG GRADE RECEIVED,AVG HOURS WORKED,STUDENT LEARNING,COURSE STRUCTURE,CLASS ENVIRONMENT
Ethan Eldred,TDDE 131 - Spec Topics in Theatre Design,WI24,5,80.0,3.8,4.50,4.00,4.25,4.47
Robert L. Brill,TDDE 131 - Spec Topics in Theatre Design,FA23,12,25.0,3.87,5.00,4.83,4.75,4.42
