INSTRUCTOR,COURSE,TERM,ENROLLED,RESP RATE,AVG GRADE RECEIVED,AVG HOURS WORKED,STUDENT LEARNING,COURSE STRUCTURE,CLASS ENVIRONMENT
Ursula Meyer,TDGE 125 - Topics in Theatre and Film,WI24,100,24.0,3.55,4.83,4.28,4.21,4.52
Ursula Meyer,TDGE 125 - Topics in Theatre and Film,S123,35,11.43,3.76,6.25,4.88,4.94,4.94
